cod_sed;secretaria;codigo_institucion;nombre_institucion;licencia;fecha_licencia;cod_dpto;departamento;cod_mpio;municipio;certificado_calidad;numero_certificacion;norma;entidad_emisora;estado_certificacion;año_corte;mes_corte
4909;SECRETARÍA DE EDUCACIÓN DISTRITO BARRANQUILLA;2813;GENTE ESTRATEGICA CENTRO DE FORMACION PARA EL TRABAJO S.A.S.;001033;09/07/2006 12:00:00 AM;8;ATLÁNTICO;8001;BARRANQUILLA;SI;CO18.02695;NTC 5555;BUREAU VERITAS;PRIMERA VEZ;2020;11
3819;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE BUENAVENTURA;9431;FUNDACION SIN LIMITES;0421.144;03/22/2019 12:00:00 AM;76;VALLE DEL CAUCA;76109;BUENAVENTURA;NO;;;;;2020;11
3781;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL CÓRDOBA;6344;"FUNDACION TECNICO INDUSTRIAL DE LA COSTA ""FUNTEICOS""";0175;08/16/2007 12:00:00 AM;23;CÓRDOBA;23555;PLANETA RICA;NO;;;;;2020;11
3767;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL BOLÍVAR;9491;"INSTITUTO DE ENSEÑANZA Y CAPACITACIÓN TÉCNICA DE LA SABANA ""IDECTSA"" - CICUCO";4503;11/16/2017 12:00:00 AM;13;BOLÍVAR;13188;CICUCO;NO;;;;;2020;11
3818;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE CALI;8015;CENTRO DE FORMACION INTEGRAL FERROVIARIO-CEFIF;9627;12/30/2015 12:00:00 AM;76;VALLE DEL CAUCA;76001;CALI;NO;;;;;2020;11
3802;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE CÚCUTA;6999;ACTIVE ENGLISH INSTITUTE;1604;07/10/2019 12:00:00 AM;54;NORTE DE SANTANDER;54001;CÚCUTA;NO;;;;;2020;11
3782;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE MONTERÍA;3123;FUNDACION COLOMBIA ESTUDIA;4729;11/22/2006 12:00:00 AM;23;CÓRDOBA;23001;MONTERIA;NO;;;;;2020;11
7692;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE APARTADÓ;7970;"INSTITUTO DE EDUCACIÓN PARA EL TRABAJO Y DESARROLLO HUMANO ""FORMACOMPL""";394;11/19/2015 12:00:00 AM;5;ANTIOQUIA;5045;APARTADÓ;NO;;;;;2020;11
3759;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE MEDELLÍN;4961;CENTRO DE IDIOMAS UNIVERSIDAD DE MEDELLÍN;08776;07/06/2010 12:00:00 AM;5;ANTIOQUIA;5001;MEDELLÍN;NO;;;;;2020;11
3769;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL BOYACÁ;8369;ACADEMIA DE BELLEZA BELKYS;3744;06/16/2014 12:00:00 AM;15;BOYACÁ;15572;PUERTO BOYACÁ;NO;;;;;2020;11
3820;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE BUGA;8288;SAN GIUSEPPE MOSCATI;SEM-1900-733;09/06/2016 12:00:00 AM;76;VALLE DEL CAUCA;76111;GUADALAJARA DE BUGA;NO;;;;;2020;11
3760;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE BELLO;2266;INSTITUCIÓN UNIVERSITARIA MARCO FIDEL SUÁREZ;5060;05/20/2086 12:00:00 AM;5;ANTIOQUIA;5088;BELLO;NO;;;;;2020;11
3766;SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ;8554;CENTRO DE IDIOMAS SAN ANGEL CISA;08-042;03/24/2017 12:00:00 AM;11;BOGOTÁ D.C.;11001;BOGOTÁ;NO;;;;;2020;11
3760;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE BELLO;6977;CENTRO EDUCATIVO PREDESALUD DE BELLO;20132954;11/22/2013 12:00:00 AM;5;ANTIOQUIA;5088;BELLO;NO;;;;;2020;11
3781;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL CÓRDOBA;4284;ACADEMIA FREDERICK FLORECK;425;10/21/2011 12:00:00 AM;23;CÓRDOBA;23555;PLANETA RICA;NO;;;;;2020;11
3817;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL VALLE;9164;INSTITUTO TECNICO EDUCANDO A COLOMBIA INTEC;00733;03/13/2019 12:00:00 AM;76;VALLE DEL CAUCA;76113;BUGALAGRANDE;NO;;;;;2020;11
3766;SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ;325;CENTRO DE FORMACION Y CAPACITACION SOPEÑA;3299;11/10/2003 12:00:00 AM;11;BOGOTÁ D.C.;11001;BOGOTÁ;NO;;;;;2020;11
4436;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE PITALITO;8042;"INSTITUTO EN BELLEZA Y ARTE ""DISEÑO Y ESTILO""";054;01/26/2016 12:00:00 AM;41;HUILA;41551;PITALITO;NO;;;;;2020;11
3767;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL BOLÍVAR;8619;"INSTITUTO DE ENSEÑANZA Y CAPACITACIÓN TÉCNICA DE LA SABANA ""IDECTSA"" - EL CARMEN DE BOLIVAR";3017;12/22/2014 12:00:00 AM;13;BOLÍVAR;13244;EL CARMEN DE BOLÍVAR;NO;;;;;2020;11
3772;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE SOGAMOSO;8533;INSTITUTO SEPROVIAL;093;05/18/2017 12:00:00 AM;15;BOYACÁ;15759;SOGAMOSO;NO;;;;;2020;11
3818;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE CALI;3070;CENTRO CULTURAL COLOMBO AMERICANO ¿ SEDE SUR;1183;02/25/2014 12:00:00 AM;76;VALLE DEL CAUCA;76001;CALI;SI;FT-CER424795;NTC 5555;ICONTEC;RENOVADA;2020;11
3781;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL CÓRDOBA;5878;"INSTITUTO DE EDUCACIÓN PARA EL TRABAJO Y EL DESARROLLO HUMANO SHADDAI""";683;12/19/2011 12:00:00 AM;23;CÓRDOBA;23466;MONTELÍBANO;NO;;;;;2020;11
3802;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE CÚCUTA;534;ESCUELA PARA EL TRABAJO Y DESARROLLO HUMANO TECNIDENT LTDA;003609;12/16/2009 12:00:00 AM;54;NORTE DE SANTANDER;54001;CÚCUTA;NO;;;;;2020;11
4909;SECRETARÍA DE EDUCACIÓN DISTRITO BARRANQUILLA;1343;FUNDACION ACADEMIA SANDRA;000397;06/22/2006 12:00:00 AM;8;ATLÁNTICO;8001;BARRANQUILLA;SI;FT-CER359591;NTC 5555;ICONTEC;RENOVADA;2020;11
3789;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL CHOCÓ;8725;INSTITUTO DE FORMACIÓN TÉCNICA PARA EL TRABAJO Y DESARROLLO HUMANO SAN JOSE;3174;10/10/2017 12:00:00 AM;27;CHOCO;27361;ISTMINA;NO;;;;;2020;11
3809;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE BUCARAMANGA;9392;CENSA INTERNATIONAL COLLEGE;3948;11/07/2019 12:00:00 AM;68;SANTANDER;68001;BUCARAMANGA;NO;;;;;2020;11
3786;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE FUSAGASUGÁ;4199;"ENGLISH SCHOOL ""LOOKING FORWARD""";144;02/27/2008 12:00:00 AM;25;CUNDINAMARCA;25290;FUSAGASUGÁ;NO;;;;;2020;11
3764;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL ATLÁNTICO;553;CENTRO TECNOLOGICO DE BARANOA SIGLA CENTEBA EU;02105;10/10/2016 12:00:00 AM;8;ATLÁNTICO;8078;BARANOA;NO;;;;;2020;11
3797;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE VILLAVICENCIO;2051;CORPORACION ALIANZA INTERNACIONAL EDUCATIVA ALIANZEN;0529;07/05/2006 12:00:00 AM;50;META;50001;VILLAVICENCIO;NO;;;;;2020;11
3758;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL DE ANTIOQUIA;1441;CENTRO DE INFORMATICA MUNICIPAL CIM.COM;1448;02/19/2003 12:00:00 AM;5;ANTIOQUIA;5789;TÁMESIS;NO;;;;;2020;11
7609;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE RIONEGRO;1181;CENTRO DE EDUCACIÓN EN SALUD CEDES S.A.S.;000705;03/24/2098 12:00:00 AM;5;ANTIOQUIA;5615;RIONEGRO;SI;20.001-4;NTC 5555;CELAC;RENOVADA;2020;11
3815;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL TOLIMA;7686;GLOBAL ENTERPRISE CENTER;3028;05/19/2015 12:00:00 AM;73;TOLIMA;73411;LÍBANO;NO;;;;;2020;11
3777;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL CAUCA;2844;ASESORIAS EDUCATIVAS PARA EL DESARROLLO REGIONAL ASEDER;2197;12/07/2001 12:00:00 AM;19;CAUCA;19698;SANTANDER DE QUILICHAO;NO;;;;;2020;11
3778;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE POPAYÁN;7711;WELCOME INSTITUTE;20151700043064;06/24/2015 12:00:00 AM;19;CAUCA;19001;POPAYÁN;NO;;;;;2020;11
3815;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL TOLIMA;6055;ESCUELA DE AVIACION POLICIAL;1725;07/06/2010 12:00:00 AM;73;TOLIMA;73443;MARIQUITA;NO;;;;;2020;11
3792;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL LA GUAJIRA;8264;"Corporación Educativa del Caribe  ""CEDELCA""";1042;08/16/2016 12:00:00 AM;44;LA GUAJIRA;44090;DIBULLA;NO;;;;;2020;11
3793;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE MAICAO;5647;"INSTITUTO NACIONAL CENTRO DE SISTEMAS ""SYSTEM CENTER""";207;03/30/2006 12:00:00 AM;44;LA GUAJIRA;44430;MAICAO;NO;;;;;2020;11
3818;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE CALI;6983;CORPORACION EDUCATIVA OMEGA;5606;07/10/2009 12:00:00 AM;76;VALLE DEL CAUCA;76001;CALI;NO;;;;;2020;11
3818;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE CALI;9485;G.A INTEGRIDAD ACTORAL;0991;12/12/2019 12:00:00 AM;76;VALLE DEL CAUCA;76001;CALI;NO;;;;;2020;11
3759;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE MEDELLÍN;8967;INSTITUTO AMERICANO DE LENGUAS - AMERICAN SCHOOL WAY;201850049075;08/02/2018 12:00:00 AM;5;ANTIOQUIA;5001;MEDELLÍN;SI;FT-CER357783;NTC 5555;ICONTEC;PRIMERA VEZ;2020;11
3788;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE SOACHA;3943;FUNDACION OLGA FORERO DE OLAYA;241;03/09/2009 12:00:00 AM;25;CUNDINAMARCA;25754;SOACHA;NO;;;;;2020;11
3828;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL AMAZONAS;7461;SYSTEM CENTER;0486;08/13/2003 12:00:00 AM;91;AMAZONAS;91001;LETICIA;NO;;;;;2020;11
3802;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE CÚCUTA;6123;JAMESTOWN ENGLISH CENTER;0577;04/16/2012 12:00:00 AM;54;NORTE DE SANTANDER;54001;CÚCUTA;SI;FT-CER179613;NTC 5555;ICONTEC;RENOVADA;2020;11
3787;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE GIRARDOT;9577;INSTITUTO DE FORMACIÓN INTEGRAL PARA EL DESARROLLO HUMANO IFIDHU;0780;10/06/2015 12:00:00 AM;25;CUNDINAMARCA;25307;GIRARDOT;NO;;;;;2020;11
4910;SECRETARÍA DE EDUCACIÓN DISTRITO CARTAGENA;6181;ESCUELA DE BELLEZA  PATRICIA MADIEDO S.A.S;0266;06/19/2012 12:00:00 AM;13;BOLÍVAR;13001;CARTAGENA;NO;;;;;2020;11
3786;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE FUSAGASUGÁ;7776;FACES FOREVER;0076;01/29/2014 12:00:00 AM;25;CUNDINAMARCA;25290;FUSAGASUGÁ;NO;;;;;2020;11
4911;SECRETARÍA DE EDUCACIÓN DISTRITO SANTA MARTA;8845;ACADEMIA DE CAPACITACIÓN MARIELA;0085;01/23/2018 12:00:00 AM;47;MAGDALENA;47001;SANTA MARTA;NO;;;;;2020;11
4910;SECRETARÍA DE EDUCACIÓN DISTRITO CARTAGENA;4088;INSTITUTO COLOMBIANO DE SALUD -ICOSALUD-;5429;08/16/2018 12:00:00 AM;13;BOLÍVAR;13001;CARTAGENA;SI;20.009-3;NTC 5555;CELAC;RENOVADA;2020;11
3778;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE POPAYÁN;7665;ACADEMIA DE BELLEZA BEAL-CLASS;20151700033944;05/25/2015 12:00:00 AM;19;CAUCA;19001;POPAYÁN;NO;;;;;2020;11
3817;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL VALLE;8785;ACADEMIA+PELUQUERIA DIANA TORO;00074;01/12/2018 12:00:00 AM;76;VALLE DEL CAUCA;76823;TORO;NO;;;;;2020;11
3759;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE MEDELLÍN;4916;CENTRO DE IDIOMAS LEXICOM;11155;12/03/2009 12:00:00 AM;5;ANTIOQUIA;5001;MEDELLÍN;NO;;;;;2020;11
4436;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE PITALITO;7149;ESCUELA SURCOLOMBIANA DE BOMBEROS;315;08/31/2011 12:00:00 AM;41;HUILA;41551;PITALITO;NO;;;;;2020;11
3817;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL VALLE;6068;INSTITUTO TECNICO EDUCANDO A COLOMBIA INTEC - RESTREPO;0707;04/02/2012 12:00:00 AM;76;VALLE DEL CAUCA;76606;RESTREPO;NO;;;;;2020;11
3766;SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ;4031;FUNDACION UNIVERSITARIA LUIS AMIGÓ;695;03/02/2005 12:00:00 AM;11;BOGOTÁ D.C.;11001;BOGOTÁ;NO;;;;;2020;11
3759;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE MEDELLÍN;2950;POLITÉCNICO ANDINO IBEROAMERICANO;11313;12/14/2009 12:00:00 AM;5;ANTIOQUIA;5001;MEDELLÍN;SI;IC&T-5555-41-234-02/17;NTC 5555;INTERNATIONAL CERTIFICATION & TRAINING S.A.;RENOVADA;2020;11
3773;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL CALDAS;8304;ESCUELA COLOMBIANA DE PETROLEOS ECOLPETROL;2956-6-4092-6;04/30/2018 12:00:00 AM;17;CALDAS;17873;VILLAMARÍA;NO;;;;;2020;11
3766;SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ;5172;FUNDACION EDUCATIVA METROPOLITANA UTEM;121;01/22/2008 12:00:00 AM;11;BOGOTÁ D.C.;11001;BOGOTÁ;NO;IC&T-5555-25-196-05/14;NTC 5555;INTERNATIONAL CERTIFICATION & TRAINING S.A.;VENCIDA;2020;11
3759;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE MEDELLÍN;2908;CENTRO DE ESTUDIOS EN SALUD EDESA E.A.T;7036;09/08/2000 12:00:00 AM;5;ANTIOQUIA;5001;MEDELLÍN;SI;IC&T-5555-24-193-02/14;NTC 5555;INTERNATIONAL CERTIFICATION & TRAINING S.A.;RENOVADA;2020;11
3759;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE MEDELLÍN;2927;ESCUELA DE BELLEZA ORLY;02299;03/03/2010 12:00:00 AM;5;ANTIOQUIA;5001;MEDELLÍN;NO;;;;;2020;11
3825;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL CASANARE;9084;ESCUELA DE FORMACIÓN EMPRESARIAL EFE;3193;12/13/2018 12:00:00 AM;85;CASANARE;85430;TRINIDAD;NO;;;;;2020;11
3819;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE BUENAVENTURA;9433;INSTITUTO DE CAPACITACION INTEGRAL ESPERANZA Y SALUD S.A.S. INCIESALUD;0420.477;06/25/2019 12:00:00 AM;76;VALLE DEL CAUCA;76109;BUENAVENTURA;NO;;;;;2020;11
3771;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE DUITAMA;8346;INSTITUTO TECNICO DE BELLEZA SILJER;922;10/19/2016 12:00:00 AM;15;BOYACÁ;15238;DUITAMA;NO;;;;;2020;11
3796;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL META;5491;INSTITUCION DE EDUCACIÒN PARA EL TRABAJO Y DESARROLLO HUMANO BRITAMERICAN CORPORACIÓN EDUCATIVA GRANADA;3840;07/22/2011 12:00:00 AM;50;META;50313;GRANADA;NO;;;;;2020;11
3780;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE VALLEDUPAR;2770;CENTRO EDUCATIVO DE SISTEMAS UPARSISTEM;000176;10/18/2016 12:00:00 AM;20;CESAR;20001;VALLEDUPAR;SI;20.027-2;NTC 5555;CELAC;RENOVADA;2020;11
3801;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL NORTE DE SANTANDER;7747;INSTITIUTO TECNICO IMTEL;04280;11/29/2012 12:00:00 AM;54;NORTE DE SANTANDER;54498;OCAÑA;NO;;;;;2020;11
3817;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL VALLE;9312;"ASESORIAS EDUCATIVAS PARA EL DESARROLLO REGIONAL S.A.S ""ASEDER""";02729;08/26/2019 12:00:00 AM;76;VALLE DEL CAUCA;76122;CAICEDONIA;NO;;;;;2020;11
3773;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL CALDAS;2089;INSTITUTO COLOMBIANO DE EDUCACION PARA EL TRABAJO  INCET ANTES INCAP;03616-8548-6-17-10-2018;07/06/2006 12:00:00 AM;17;CALDAS;17380;LA DORADA;NO;FT 001-1;NTC 5555;ICONTEC;VENCIDA;2020;11
3814;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE SINCELEJO;969;FUNDACION ACADEMIA SANDRA;1036;04/01/2014 12:00:00 AM;70;SUCRE;70001;SINCELEJO;SI;FT-CER359591;NTC 5555;ICONTEC;RENOVADA;2020;11
3763;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE TURBO;4437;INSTITUCION EDUCATIVA INTEGRADA LA LIBERTAD;1023;06/23/2010 12:00:00 AM;5;ANTIOQUIA;5837;TURBO;NO;;;;;2020;11
3787;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE GIRARDOT;9404;INSTITUTO POLITECNICO LATINOAMERICANO ROTHERDAM;0439;06/04/2019 12:00:00 AM;25;CUNDINAMARCA;25307;GIRARDOT;NO;;;;;2020;11
3798;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL NARIÑO;5896;INSTITUTO EDUCATIVO NAZARENO;1198;03/31/2011 12:00:00 AM;52;NARIÑO;52573;PUERRES;NO;;;;;2020;11
3779;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL CESAR;9032;"CENTRO NACIONAL DE PROGRAMAS TÉCNICOS ""CENPROT""";007400;10/17/2018 12:00:00 AM;20;CESAR;20550;PELAYA;NO;;;;;2020;11
3819;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE BUENAVENTURA;6061;"FUNDACION PARA EL DESARROLLO SOCIAL EMPRESARIAL Y TECNOLOGICO DEL PACIFICO ""FUNDESETPA""";1770;12/29/2011 12:00:00 AM;76;VALLE DEL CAUCA;76109;BUENAVENTURA;NO;;;;;2020;11
3797;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE VILLAVICENCIO;2532;FUNDACION FEMENINA DEL SERVICIO SOCIAL DEL META;0587;08/31/2006 12:00:00 AM;50;META;50001;VILLAVICENCIO;NO;;;;;2020;11
3769;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL BOYACÁ;6059;INSTITUTO DE EDUCACION PARA EL TRABAJO Y DESARROLLO HUMANO COMFABOY;0664;02/24/2012 12:00:00 AM;15;BOYACÁ;15455;MIRAFLORES;NO;;;;;2020;11
3789;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL CHOCÓ;9075;CORPORACIÓN POLITÉCNICA DEL PACIFICO;2095;07/18/2018 12:00:00 AM;27;CHOCO;27361;ISTMINA;NO;;;;;2020;11
3766;SECRETARÍA DE EDUCACIÓN DISTRITO BOGOTÁ;8124;NIKOLA TESLA;030004;03/08/2016 12:00:00 AM;11;BOGOTÁ D.C.;11001;BOGOTÁ;NO;;;;;2020;11
4546;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE IPIALES;8228;CENTRO DE ESTUDIOS TECNICOS CENTRI;0122;03/08/2012 12:00:00 AM;52;NARIÑO;52356;IPIALES;NO;;;;;2020;11
4909;SECRETARÍA DE EDUCACIÓN DISTRITO BARRANQUILLA;5835;CENTRO EDUCATIVO DE HABILITACION Y REHABILITACION INTEGRAL SAN CAMILO - CE CAMILO;06939;12/14/2011 12:00:00 AM;8;ATLÁNTICO;8001;BARRANQUILLA;NO;;;;;2020;11
3820;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE BUGA;9118;CRUZ ROJA COLOMBIANA SECCIONAL VALLE DEL CAUCA UNIDAD MUNICIPAL BUGA;SEM-1900-788;11/28/2018 12:00:00 AM;76;VALLE DEL CAUCA;76111;GUADALAJARA DE BUGA;NO;;;;;2020;11
3735;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL CUNDINAMARCA;8535;CENTRO MODERNO DE FORMACION PARA EL TRABAJO Y EL DESARROLLO HUMANO;001842;04/11/2017 12:00:00 AM;25;CUNDINAMARCA;25386;LA MESA;NO;;;;;2020;11
3816;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE IBAGUÉ;7218;NT INSTITUTO DE INGLES S.A.S;71000840;03/20/2014 12:00:00 AM;73;TOLIMA;73001;IBAGUÉ;SI;FT-CER564523;NTC 5555;ICONTEC;PRIMERA VEZ;2020;11
3778;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE POPAYÁN;9521;INSTITUTO TECNICO PRECAVID;20201700004014;01/28/2020 12:00:00 AM;19;CAUCA;19001;POPAYÁN;NO;;;;;2020;11
3773;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL CALDAS;8572;INSTITUTO PARA LA FORMACIÓN TÉCNICA EN FARMACIA Y LA SALUD INSFARMA;9908-6;11/09/2015 12:00:00 AM;17;CALDAS;17777;SUPÍA;NO;;;;;2020;11
3816;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE IBAGUÉ;4298;CENTRO TECNICO Y TECNOLOGICO SAN JOSE;81-2405;12/22/2009 12:00:00 AM;73;TOLIMA;73001;IBAGUÉ;NO;FT-CER219945;NTC 5555;ICONTEC;VENCIDA;2020;11
3811;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE FLORIDABLANCA;5614;ASIP;0674;12/04/2009 12:00:00 AM;68;SANTANDER;68276;FLORIDABLANCA;NO;;;;;2020;11
3811;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE FLORIDABLANCA;6473;CORPORACION EDUCATIVA I.T.S.O.S;2590;12/03/2012 12:00:00 AM;68;SANTANDER;68276;FLORIDABLANCA;NO;;;;;2020;11
3759;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE MEDELLÍN;9104;FUNDACIÓN UNIVERSITARIA AUTÓNOMA DE LAS AMÉRICAS;12998;08/12/2085 12:00:00 AM;5;ANTIOQUIA;5001;MEDELLÍN;NO;;;;;2020;11
3781;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL CÓRDOBA;7492;"CENTRO DE ESTUDIOS ADMINISTRATIVOS ""CEADS""";804;03/12/2015 12:00:00 AM;23;CÓRDOBA;23068;AYAPEL;NO;;;;;2020;11
3788;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE SOACHA;6502;CENTRO DE CAPACITACIÓN BOLIVAR CENCABO;3081;12/28/2012 12:00:00 AM;25;CUNDINAMARCA;25754;SOACHA;NO;CO19.00660;NTC 5555;BUREAU VERITAS;VENCIDA;2020;11
3802;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE CÚCUTA;9309;INSTITUTO DE FORMACION PARA EL TRABAJO CREAR S.A.S;1429;06/14/2019 12:00:00 AM;54;NORTE DE SANTANDER;54001;CÚCUTA;NO;;;;;2020;11
3759;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE MEDELLÍN;5380;ACADEMIA DEL LENGUAJE UNIVERSAL / UNIVERSAL LANGUAGE ACADEMY;13362;10/24/2011 12:00:00 AM;5;ANTIOQUIA;5001;MEDELLÍN;NO;;;;;2020;11
3815;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL TOLIMA;7954;PREPARADORES DE SERVICIOS INTEGRALES S.A.S P.S.I;7162;11/19/2015 12:00:00 AM;73;TOLIMA;73268;ESPINAL;NO;;;;;2020;11
3818;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE CALI;2701;CORPORACION BOLIVARIANA DEL VALLE SEDE NORTE;2735;05/02/2013 12:00:00 AM;76;VALLE DEL CAUCA;76001;CALI;NO;FT-CER376754;NTC 5555;ICONTEC;VENCIDA;2020;11
3813;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL SUCRE;7454;JEAN PIAGET;4159;08/26/2014 12:00:00 AM;70;SUCRE;70708;SAN MARCOS;NO;;;;;2020;11
3824;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL ARAUCA;6536;CENTRO TECNICO DE BELLEZA VALENTINA;4204;12/15/2010 12:00:00 AM;81;ARAUCA;81736;SARAVENA;NO;;;;;2020;11
3802;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE CÚCUTA;2285;CENTRO TÈCNOLOGICO DE CÙCUTA;00377;06/01/2006 12:00:00 AM;54;NORTE DE SANTANDER;54001;CÚCUTA;NO;FT-CER648432;NTC 5555;ICONTEC;CANCELADA;2020;11
3809;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE BUCARAMANGA;8486;CORPORACIÓN TÉCNICA EDUCATIVA - CORPOTICS;4383;12/30/2014 12:00:00 AM;68;SANTANDER;68001;BUCARAMANGA;NO;;;;;2020;11
3759;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE MEDELLÍN;1894;ESCUELA EMPRESARIAL DE EDUCACIÓN;09290;10/14/2009 12:00:00 AM;5;ANTIOQUIA;5001;MEDELLÍN;SI;IC&T-5555-67-303-02/19;NTC 5555;INTERNATIONAL CERTIFICATION & TRAINING S.A.;PRIMERA VEZ;2020;11
3774;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE MANIZALES;6454;COLEGIATURA DEL CAFE S.A.S;387;02/18/2013 12:00:00 AM;17;CALDAS;17001;MANIZALES;NO;;;;;2020;11
3811;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE FLORIDABLANCA;7193;CORPORACIÓN TÉCNICA EDUCATIVA ONG - CORTECNICAS;1945;09/09/2013 12:00:00 AM;68;SANTANDER;68276;FLORIDABLANCA;NO;;;;;2020;11
3824;SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL ARAUCA;7591;EL ALCARAVAN;5558;12/19/2013 12:00:00 AM;81;ARAUCA;81001;ARAUCA;NO;;;;;2020;11
7692;SECRETARÍA DE EDUCACIÓN MUNICIPAL DE APARTADÓ;7968;CORPORACIÓN EDUCATIVA INDECAP;392;11/19/2015 12:00:00 AM;5;ANTIOQUIA;5045;APARTADÓ;NO;;;;;2020;11
